siren,siret,dateCreationEtablissement,trancheEffectifsEtablissement,denominationUniteLegale,nomenclatureActivitePrincipaleUniteLegale,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,enseigne1Etablissement,activitePrincipaleEtablissement,adresse,nom,location,point,latitude,longitude,altitude
434027249,43402724900029,2001-10-30,32,ITRON FRANCE,NAFRev2,9,,RUE,AMPERE,71000,MACON,,26.51B,"Itron France, 9  Rue Ampere, 71000 Macon",Itron Macon,"9 Rue Ampère, 71000 Mâcon, France","(46.2931731, 4.8039499, 0.0)",46.2931731,4.8039499,0.0
511746356,51174635600183,2011-01-01,32,SCHNEIDER ELECTRIC ENERGY FRANCE,NAFRev2,381,,BD,DE LA RESISTANCE,71000,MACON,,27.12Z,"Schneider Electric Energy France, 381  Bd De La Resistance, 71000 Macon",Schneider Electric Energy Macon,"Boulevard de la Résistance, 71000 Mâcon, France","(46.2936716, 4.820522299999999, 0.0)",46.2936716,4.820522299999999,0.0
685550444,68555044400010,1955-01-01,32,METSO FRANCE SAS,NAFRev2,41,,RUE,DE LA REPUBLIQUE,71000,MACON,,28.92Z,"Metso France Sas, 41  Rue De La Republique, 71000 Macon",Metso Sas Macon,"41 Rue de la République, 71000 Mâcon, France","(46.2975802, 4.828678099999999, 0.0)",46.2975802,4.828678099999999,0.0
329073282,32907328200025,1984-06-29,32,SAINT-GOBAIN SEVA,NAFRev2,43,,RUE,DU PONT DE FER,71100,CHALON-SUR-SAONE,,25.62B,"Saint-Gobain Seva, 43  Rue Du Pont De Fer, 71100 Chalon-Sur-Saone",Saint-Gobain Seva Chalon-Sur-Saone,"43 Rue du Pont de Fer, 71100 Chalon-sur-Saône, France","(46.793264, 4.841823799999999, 0.0)",46.793264,4.841823799999999,0.0
379041395,37904139500102,2017-10-15,42,FRAMATOME,NAFRev2,4,,RUE,THOMAS DUMOREY,71100,CHALON-SUR-SAONE,,33.11Z,"Framatome, 4  Rue Thomas Dumorey, 71100 Chalon-Sur-Saone",Framatome Chalon-Sur-Saone,"4 Rue Thomas Dumorey, 71100 Chalon-sur-Saône, France","(46.7750453, 4.8563603, 0.0)",46.7750453,4.8563603,0.0
420990491,42099049100029,1999-06-07,32,DAUNAT BOURGOGNE,NAFRev2,nan,,,ZONE DES FOSSES BLANCHES,71100,SEVREY,,10.89Z,"Daunat Bourgogne,   Zone Des Fosses Blanches, 71100 Sevrey",Daunat Bourgogne Sevrey,"Z.I. des Fosses Blanches, Les Fossés Blanches, 71100 Sevrey, France","(46.7308747, 4.8347095, 0.0)",46.7308747,4.8347095,0.0
722034592,72203459200021,1900-01-01,32,VERALLIA FRANCE,NAFRev2,27,,RUE,ANDRE CHENIER,71100,CHALON-SUR-SAONE,,23.13Z,"Verallia France, 27  Rue Andre Chenier, 71100 Chalon-Sur-Saone",Verallia Chalon-Sur-Saone,"Rue André Chénier, 71100 Chalon-sur-Saône, France","(46.801297, 4.8425782, 0.0)",46.801297,4.8425782,0.0
725620736,72562073600019,1956-01-01,32,EMBALLAGES LAURENT SAS,NAFRev2,13,,RUE,LOUIS JACQUES THENARD,71100,CHALON-SUR-SAONE,,17.21A,"Emballages Laurent Sas, 13  Rue Louis Jacques Thenard, 71100 Chalon-Sur-Saone",Emballages Laurent Sas Chalon-Sur-Saone,"Rue Colbert, 71103 Chalon-sur-Saône, France","(46.8081016, 4.8553767, 0.0)",46.8081016,4.8553767,0.0
501651616,50165161600051,2012-12-29,41,APERAM STAINLESS FRANCE,NAFRev2,4,,PL,DES FORGES,71130,GUEUGNON,APERAM STAINLESS FRANCE,24.10Z,"Aperam Stainless France, 4  Pl Des Forges, 71130 Gueugnon",Aperam Stainless Gueugnon,"Place des Forges, 71130 Gueugnon, France","(46.6026062, 4.0623186, 0.0)",46.6026062,4.0623186,0.0
350693586,35069358600025,2006-01-01,42,FPT POWERTRAIN TECHNOLOGIES FRANCE,NAFRev2,nan,,AV,EMILE ET CLAUDE PUZENAT,71140,BOURBON-LANCY,,29.10Z,"Fpt Powertrain Technologies France,  Av Emile Et Claude Puzenat, 71140 Bourbon-Lancy",Fpt Powertrain Technologies Bourbon-Lancy,"Avenue Emile et Claude Puzenat, 71140 Bourbon-Lancy, France","(46.6254249, 3.7477112, 0.0)",46.6254249,3.7477112,0.0
331310870,33131087000042,1985-01-07,41,INDUSTEEL FRANCE,NAFRev2,56,,RUE,CLEMENCEAU,71200,LE CREUSOT,,24.10Z,"Industeel France, 56  Rue Clemenceau, 71200 Le Creusot",Industeel Le Creusot,"56 Rue Clemenceau, 71200 Le Creusot, France","(46.8042004, 4.4274759, 0.0)",46.8042004,4.4274759,0.0
379041395,37904139500086,2017-10-15,32,FRAMATOME,NAFRev2,6,,ALL,JEAN PERRIN,71200,LE CREUSOT,,25.50A,"Framatome, 6  All Jean Perrin, 71200 Le Creusot",Framatome Le Creusot,"Allée Jean Perrin, 71200 Le Creusot, France","(46.8061333, 4.4315224, 0.0)",46.8061333,4.4315224,0.0
389191982,38919198200039,1993-02-05,41,ALSTOM TRANSPORT SA,NAFRev2,105,,ALL,ALBERT EINSTEIN,71200,LE CREUSOT,,30.20Z,"Alstom Transport Sa, 105  All Albert Einstein, 71200 Le Creusot",Alstom Transport Sa Le Creusot,"105 Allée Albert Einstein, 71200 Le Creusot, France","(46.795513, 4.4360074, 0.0)",46.795513,4.4360074,0.0
428764682,42876468200020,2000-06-30,32,THERMODYN,NAFRev2,480,,ALL,GUSTAVE EIFFEL,71200,LE CREUSOT,,28.13Z,"Thermodyn, 480  All Gustave Eiffel, 71200 Le Creusot",Thermodyn Le Creusot,"480 Allée Gustave Eiffel, 71200 Le Creusot, France","(46.7995566, 4.4362639, 0.0)",46.7995566,4.4362639,0.0
403585458,40358545800017,1995-12-26,32,MASSILLY FRANCE,NAFRev2,389,,RUE,PIERRE BINDSCHEDLER,71250,MASSILLY,,25.92Z,"Massilly France, 389  Rue Pierre Bindschedler, 71250 Massilly",Massilly,"389 Rue Pierre Bindschedler, 71250 Massilly, France","(46.4923582, 4.678488, 0.0)",46.4923582,4.678488,0.0
342438785,34243878500038,1997-04-30,32,ALBEA SIMANDRE,NAFRev2,nan,,,ZONE INDUSTRIELLE,71290,SIMANDRE,,22.22Z,"Albea Simandre,   Zone Industrielle, 71290 Simandre",Albea Simandre,"Zone Industrielle, 71290 Simandre, France","(46.6159907, 4.989636, 0.0)",46.6159907,4.989636,0.0
379041395,37904139500128,2017-10-15,41,FRAMATOME,NAFRev2,2,,RUE,ALPHONSE POITEVIN,71380,SAINT-MARCEL,,25.30Z,"Framatome, 2  Rue Alphonse Poitevin, 71380 Saint-Marcel",Framatome Saint-Marcel,"2 Rue Louis Alphonse Poitevin, 71380 Saint-Marcel, France","(46.76827249999999, 4.8750054, 0.0)",46.76827249999999,4.8750054,0.0
855200507,85520050700306,1900-01-01,41,MANUF FRANC PNEUMATIQ MICHELIN,NAFRev2,nan,,,ZONE INDUST DE LA FIOLLE,71450,BLANZY,,22.11Z,"Manuf Franc Pneumatiq Michelin,   Zone Indust De La Fiolle, 71450 Blanzy",Manuf Franc Pneumatiq Michelin Blanzy,"ZI de la Fiolle, Rue de la Fiole, 71450 Blanzy, France","(46.70637019999999, 4.4043293, 0.0)",46.70637019999999,4.4043293,0.0
776221467,77622146700116,1997-05-31,32,GROUPE BIGARD,NAFRev2,nan,,,LA CHARBONNIERE,71480,CUISEAUX,,10.11Z,"Groupe Bigard,   La Charbonniere, 71480 Cuiseaux",Groupe Bigard Cuiseaux,"Zone Artisanale Charbonnière, 71480 Cuiseaux, France","(46.4997498, 5.378485899999999, 0.0)",46.4997498,5.378485899999999,0.0
310391503,31039150300029,1900-01-01,41,LDC BOURGOGNE,NAFRev2,nan,,,ZONE INDUSTRIELLE BRANGES,71500,BRANGES,,10.12Z,"Ldc Bourgogne,   Zone Industrielle Branges, 71500 Branges",Ldc Bourgogne Branges,"Zoning Industriel, 71500 Branges, France","(46.6555167, 5.1854356, 0.0)",46.6555167,5.1854356,0.0
552034951,55203495100103,1988-01-04,32,SOCIETE FRANCAISE GARDY,NAFRev2,nan,,,CENTRE D ACTIVITE DES BLET,71530,CHAMPFORGEUIL,,27.12Z,"Societe Francaise Gardy,   Centre D Activite Des Blet, 71530 Champforgeuil",Societe Francaise Gardy Champforgeuil,"Sentier des Blettrys, 71530 Champforgeuil, France","(46.8249243, 4.8344471, 0.0)",46.8249243,4.8344471,0.0
383567104,38356710400013,1991-11-18,32,TOURNUS EQUIPEMENT,NAFRev2,25,,AV,JEAN MOULIN,71700,TOURNUS,,28.93Z,"Tournus Equipement, 25  Av Jean Moulin, 71700 Tournus",Tournus Equipement,"25 Avenue Jean Moulin, 71700 Tournus, France","(46.5686559, 4.9023978, 0.0)",46.5686559,4.9023978,0.0
576650394,57665039400017,1966-01-01,32,COLART LE MANS,NAFRev2,5,,RUE,RENE PANHARD,72000,LE MANS,,20.30Z,"Colart Le Mans, 5  Rue Rene Panhard, 72000 Le Mans",Colart Le Mans,"5 Rue René Panhard, 72000 Le Mans, France","(48.0307693, 0.1776006, 0.0)",48.0307693,0.1776006,0.0
440767549,44076754900064,2002-07-01,32,YOPLAIT FRANCE,NAFRev2,23,,RUE,DES GRANDES COURBES,72100,LE MANS,,10.51A,"Yoplait France, 23  Rue Des Grandes Courbes, 72100 Le Mans",Yoplait Le Mans,"23 Rue des Grandes Courbes, 72100 Le Mans, France","(47.9796718, 0.1720762, 0.0)",47.9796718,0.1720762,0.0
780129987,78012998701074,1900-01-01,51,RENAULT SAS,NAFRev2,15,,AV,PIERRE PIFFAULT,72100,LE MANS,,29.10Z,"Renault Sas, 15  Av Pierre Piffault, 72100 Le Mans",Renault Sas Le Mans,"15 Avenue Pierre Piffault, 72100 Le Mans, France","(47.9824892, 0.1834329, 0.0)",47.9824892,0.1834329,0.0
785304031,78530403100822,1996-12-25,41,CLAAS TRACTOR SAS,NAFRev2,31,,AV,PIERRE PIFFAULT,72100,LE MANS,CLAAS TRACTOR SAS - CLAAS SERVICE AND PARTS,28.30Z,"Claas Tractor Sas, 31  Av Pierre Piffault, 72100 Le Mans",Claas Tractor Sas Le Mans,"31 Avenue Pierre Piffault, 72100 Le Mans, France","(47.9730227, 0.1775077, 0.0)",47.9730227,0.1775077,0.0
320443393,32044339300055,2002-11-27,41,HOWMET FIXATIONS SIMMONDS SAS,NAFRev2,9,,RUE,DES CRESSONNIERES,72110,SAINT-COSME-EN-VAIRAIS,HOWMET FASTENING SYSTEMS,25.94Z,"Howmet Fixations Simmonds Sas, 9  Rue Des Cressonnieres, 72110 Saint-Cosme-En-Vairais",Howmet Fixations Simmonds Sas Saint-Cosme-En-Vairais,"9 Rue des Cressonnières, 72110 Saint-Cosme-en-Vairais, France","(48.27117000000001, 0.456026, 0.0)",48.27117000000001,0.456026,0.0
314397696,31439769600225,1986-01-01,41,HUTCHINSON SNC,NAFRev2,nan,,,LE GUE-ORY,72130,SOUGE-LE-GANELON,DEPT AUTOMOBILE,22.19Z,"Hutchinson Snc,   Le Gue-Ory, 72130 Souge-Le-Ganelon",Hutchinson Snc Souge-Le-Ganelon,"3 Rue du Gué, 72130 Sougé-le-Ganelon, France","(48.3083987, -0.06305279999999999, 0.0)",48.3083987,-0.06305279999999999,0.0
758501001,75850100100609,2009-11-30,32,LEGRAND FRANCE,NAFRev2,nan,,RTE,D'EVRON BP 36,72140,SILLE-LE-GUILLAUME,,27.33Z,"Legrand France,  Rte D'Evron Bp 36, 72140 Sille-Le-Guillaume",Legrand Sille-Le-Guillaume,"80 Route D'Evron, 72140 Sillé-le-Guillaume, France","(48.1768091, -0.1400341, 0.0)",48.1768091,-0.1400341,0.0
333296044,33329604400014,1985-01-01,32,BAHIER,NAFRev2,nan,,RTE,DE PARIS,72160,SCEAUX-SUR-HUISNE,,10.13A,"Bahier,  Rte De Paris, 72160 Sceaux-Sur-Huisne",Bahier Sceaux-Sur-Huisne,"Route de Paris, 72160 Sceaux-sur-Huisne, France","(48.1016665, 0.5780396999999999, 0.0)",48.1016665,0.5780396999999999,0.0
383966991,38396699100044,1997-01-01,32,TRIVIUM PACKAGING WEST FRANCE,NAFRev2,6,,AV,RHIN ET DANUBE,72200,LA FLECHE,,25.92Z,"Trivium Packaging West France, 6  Av Rhin Et Danube, 72200 La Fleche",Trivium Packaging West La Fleche,"6 Avenue Rhin et Danube, 72200 La Flèche, France","(47.7122116, -0.1008515, 0.0)",47.7122116,-0.1008515,0.0
331312108,33131210800136,2004-12-31,32,VALEO SYSTEMES THERMIQUES,NAFRev2,nan,,LD,LE PRE SEC,72210,LA SUZE-SUR-SARTHE,,28.11Z,"Valeo Systemes Thermiques,  Ld Le Pre Sec, 72210 La Suze-Sur-Sarthe",Valeo Systemes Thermiques La Suze-Sur-Sarthe,"6406 Route de Chemiré, 72210 La Suze-sur-Sarthe, France","(47.8980956, 0.0289746, 0.0)",47.8980956,0.0289746,0.0
343397782,34339778200016,1988-01-06,32,ESPRI RESTAURATION,NAFRev2,nan,,,ZI DE BEAUFEU,72210,ROEZE-SUR-SARTHE,,10.85Z,"Espri Restauration,   Zi De Beaufeu, 72210 Roeze-Sur-Sarthe",Espri Restauration Roeze-Sur-Sarthe,"Z.I. de Beaufeu - CS 30018 - 72210, 72210 Roézé-sur-Sarthe, France","(47.9002955, 0.05453529999999999, 0.0)",47.9002955,0.05453529999999999,0.0
444027528,44402752800017,2002-10-30,32,FLOWSERVE POMPES SAS,NAFRev2,13,,RUE,MAURICE TRINTIGNANT,72230,ARNAGE,,28.13Z,"Flowserve Pompes Sas, 13  Rue Maurice Trintignant, 72230 Arnage",Flowserve Pompes Sas Arnage,"13 Rue Maurice Trintignant, 72230 Arnage, France","(47.9487196, 0.1940537, 0.0)",47.9487196,0.1940537,0.0
559801675,55980167500039,1900-01-01,41,GKN DRIVELINE SA,NAFRev2,15,,RUE,MAURICE TRINTIGNANT,72230,ARNAGE,,29.32Z,"Gkn Driveline Sa, 15  Rue Maurice Trintignant, 72230 Arnage",Gkn Driveline Sa Arnage,"15 Rue Maurice Trintignant, 72230 Arnage, France","(47.9484012, 0.1943864, 0.0)",47.9484012,0.1943864,0.0
59500504,5950050400044,1900-01-01,32,SARREL,NAFRev2,38,,RUE,PAUL CHEVALIER,72260,MAROLLES-LES-BRAULTS,,29.32Z,"Sarrel, 38  Rue Paul Chevalier, 72260 Marolles-Les-Braults",Sarrel Marolles-Les-Braults,"38 Rue du Dr Paul Chevalier, 72260 Marolles-les-Braults, France","(48.2492196, 0.3171807, 0.0)",48.2492196,0.3171807,0.0
327280368,32728036800140,2007-06-04,32,MARIE,NAFRev2,nan,,,ZI DE L'AUBREE,72300,SABLE-SUR-SARTHE,,10.85Z,"Marie,   Zi De L'Aubree, 72300 Sable-Sur-Sarthe",Marie Sable-Sur-Sarthe,"L'Aubrée, 72300 Sablé-sur-Sarthe, France","(47.8270699, -0.3014337, 0.0)",47.8270699,-0.3014337,0.0
352512479,35251247900010,1989-11-13,32,BUISARD,NAFRev2,nan,,,LA TUILERIE,72300,SABLE-SUR-SARTHE,,29.20Z,"Buisard,   La Tuilerie, 72300 Sable-Sur-Sarthe",Buisard Sable-Sur-Sarthe,"Route du Mans, La Tuilerie, 72300 Sablé-sur-Sarthe, France","(47.8371849, -0.309475, 0.0)",47.8371849,-0.309475,0.0
444502025,44450202500018,2002-12-12,51,LDC SABLE,NAFRev2,nan,,,ZI SAINT LAURENT,72300,SABLE-SUR-SARTHE,,10.12Z,"Ldc Sable,   Zi Saint Laurent, 72300 Sable-Sur-Sarthe",Ldc Sable-Sur-Sarthe,"ZI, Rue Saint-Laurent, 72300 Sablé-sur-Sarthe, France","(47.8281237, -0.31086, 0.0)",47.8281237,-0.31086,0.0
479162695,47916269500031,2005-02-28,32,VALEO SYSTEMES DE CONTROLE MOTEUR,NAFRev2,nan,,,L AUBREE,72300,SABLE-SUR-SARTHE,,29.31Z,"Valeo Systemes De Controle Moteur,   L Aubree, 72300 Sable-Sur-Sarthe",Valeo Systemes De Controle Moteur Sable-Sur-Sarthe,"Zone d'Activité de l' Aubrée, 72300 Sablé-sur-Sarthe, France","(47.8270034, -0.3046823, 0.0)",47.8270034,-0.3046823,0.0
493371595,49337159500114,2007-04-25,41,FROMAGERIES BEL PRODUCTION FRANCE,NAFRev2,nan,,,LA TOURNERIE,72300,SABLE-SUR-SARTHE,,10.51C,"Fromageries Bel Production France,   La Tournerie, 72300 Sable-Sur-Sarthe",Fromageries Bel Production Sable-Sur-Sarthe,"La Tournerie, 72300 Sablé-sur-Sarthe, France","(47.8387053, -0.2976911, 0.0)",47.8387053,-0.2976911,0.0
546950379,54695037900273,2004-03-01,32,CHARAL,NAFRev2,nan,,AV,JEAN MONNET,72300,SABLE-SUR-SARTHE,,10.11Z,"Charal,  Av Jean Monnet, 72300 Sable-Sur-Sarthe",Charal Sable-Sur-Sarthe,"Rue Jean Monnet, 72300 Sablé-sur-Sarthe, France","(47.82992489999999, -0.3031647, 0.0)",47.82992489999999,-0.3031647,0.0
793369125,79336912500018,2013-07-01,32,MECACHROME SABLE,NAFRev2,nan,,AV,ZI DES VIGNES,72300,SOLESMES,,25.62B,"Mecachrome Sable,  Av Zi Des Vignes, 72300 Solesmes",Mecachrome Sable Solesmes,"ZI Des Vignes, Avenue Jean Monnet, 72300 Solesmes, France","(47.8316959, -0.2977485, 0.0)",47.8316959,-0.2977485,0.0
393361134,39336113400033,1995-10-13,41,ARJOWIGGINS PAPIERS COUCHES,NAFRev2,17,,RUE,DU 8 MAI 1945,72310,BESSE-SUR-BRAYE,,17.12Z,"Arjowiggins Papiers Couches, 17  Rue Du 8 Mai 1945, 72310 Besse-Sur-Braye",Arjowiggins Papiers Couches Besse-Sur-Braye,"17 Rue du 8 Mai 1945, 72310 Bessé-sur-Braye, France","(47.8258372, 0.7431682, 0.0)",47.8258372,0.7431682,0.0
323480061,32348006100015,1981-12-31,32,FPEE INDUSTRIES,NAFRev2,2,,RUE,HENRI VALLEE,72350,BRULON,,22.23Z,"Fpee Industries, 2  Rue Henri Vallee, 72350 Brulon",Fpee Industries Brulon,"6035 Route de Sillé, 72350 Brulon, France","(47.9774916, -0.2303307, 0.0)",47.9774916,-0.2303307,0.0
508513785,50851378500115,2009-03-01,42,SOCOPA VIANDES,NAFRev2,3613,,RTE,DU MANS,72400,CHERRE-AU,,10.11Z,"Socopa Viandes, 3613  Rte Du Mans, 72400 Cherre-Au",Socopa Viandes Cherre-Au,"Les Bordes, 72400 Cherré, France","(48.150963, 0.6309589999999999, 0.0)",48.150963,0.6309589999999999,0.0
421320268,42132026800046,2003-04-30,41,SOURIAU,NAFRev2,89,,RTE,DE SAINT HUBERT,72470,CHAMPAGNE,,27.33Z,"Souriau, 89  Rte De Saint Hubert, 72470 Champagne",Souriau Champagne,"RD 323, Rue de Paris, 72470 Champagné, France","(48.0174731, 0.3382719, 0.0)",48.0174731,0.3382719,0.0
577150154,57715015400018,1971-01-01,32,ARJOWIGGINS LE BOURRAY,NAFRev2,679,,RTE,DU BOURRAY,72470,SAINT-MARS-LA-BRIERE,,17.12Z,"Arjowiggins Le Bourray, 679  Rte Du Bourray, 72470 Saint-Mars-La-Briere",Arjowiggins Le Bourray Saint-Mars-La-Briere,"679 Le Bourray, 72470 Saint-Mars-la-Brière, France","(48.0322278, 0.3678965, 0.0)",48.0322278,0.3678965,0.0
542102959,54210295900047,1900-01-01,32,ARO WELDING TECHNOLOGIES,NAFRev2,1,,AV,DE TOURS,72500,MONTVAL-SUR-LOIR,,27.90Z,"Aro Welding Technologies, 1  Av De Tours, 72500 Montval-Sur-Loir",Aro Welding Technologies Montval-Sur-Loir,"1 Avenue de Tours, 72500 Château-du-Loir, France","(47.6899044, 0.4260424, 0.0)",47.6899044,0.4260424,0.0
444502025,44450202500042,2011-01-31,32,LDC SABLE,NAFRev2,nan,,,LES EPINETTES,72540,LOUE,CAVOL,10.12Z,"Ldc Sable,   Les Epinettes, 72540 Loue",Ldc Sable Loue,"L'Épinette, 72540 Loué, France","(47.9938042, -0.1346556, 0.0)",47.9938042,-0.1346556,0.0
319580122,31958012200038,1983-03-21,32,LTR INDUSTRIES,NAFRev2,nan,,,LE GRAND PLESSIS,72700,SPAY,,12.00Z,"Ltr Industries,   Le Grand Plessis, 72700 Spay",Ltr Industries Spay,"Grand Plessis, 72700 Spay, France","(47.936221, 0.1671807, 0.0)",47.936221,0.1671807,0.0
421162751,42116275100026,2000-04-17,41,NTN TRANSMISSIONS EUROPE,NAFRev2,nan,,,LES TREMELIERES,72700,ALLONNES,,29.32Z,"Ntn Transmissions Europe,   Les Tremelieres, 72700 Allonnes",Ntn Transmissions Europe Allonnes,"Z.A. des TREMELIERES, Route de la Suze, 72700 Allonnes, France","(47.9613904, 0.1275333, 0.0)",47.9613904,0.1275333,0.0
747120426,74712042600016,1900-01-01,32,EWELLIX FRANCE,NAFRev2,148,,RUE,FELIX ESCLANGON,73000,CHAMBERY,,28.15Z,"Ewellix France, 148  Rue Felix Esclangon, 73000 Chambery",Ewellix Chambery,"148 Rue Félix Esclangon, 73000 Chambéry, France","(45.590768, 5.892877599999999, 0.0)",45.590768,5.892877599999999,0.0
389191800,38919180000025,1993-02-05,42,GRID SOLUTIONS,NAFRev2,1,,RUE,PAUL DOUMER,73100,AIX-LES-BAINS,,27.12Z,"Grid Solutions, 1  Rue Paul Doumer, 73100 Aix-Les-Bains",Grid Solutions Aix-Les-Bains,"1 Rue Paul Doumer, 73100 Aix-les-Bains, France","(45.6791896, 5.908263199999999, 0.0)",45.6791896,5.908263199999999,0.0
333512440,33351244000020,1991-07-01,32,R.D.M. LA ROCHETTE S.A.S.,NAFRev2,23,,AV,MAURICE FRANCK,73110,VALGELON-LA ROCHETTE,R.D.M. LA ROCHETTE,17.12Z,"R.D.M. La Rochette S.A.S., 23  Av Maurice Franck, 73110 Valgelon-La Rochette",R.D.M. La Rochette S.A.S. Valgelon-La,"23 Avenue Maurice Franck, 73110 Valgelon-La Rochette, France","(45.4522584, 6.1193358, 0.0)",45.4522584,6.1193358,0.0
745621037,74562103700050,1997-05-26,32,HENRI RAFFIN,NAFRev2,256,,RTE,DES BONS PRES,73110,VALGELON-LA ROCHETTE,,10.13A,"Henri Raffin, 256  Rte Des Bons Pres, 73110 Valgelon-La Rochette",Henri Raffin Valgelon-La Rochette,"256 Route des Bons Prés, 73110 La Croix-de-la-Rochette, France","(45.4666284, 6.1236012, 0.0)",45.4666284,6.1236012,0.0
552035388,55203538800032,1900-01-01,32,TOKAI CARBON SAVOIE,NAFRev2,244,,RUE,DES EPICEAS NOTRE-DAME DE BRIANC,73260,LA LECHERE,,23.99Z,"Tokai Carbon Savoie, 244  Rue Des Epiceas Notre-Dame De Brianc, 73260 La Lechere",Tokai Carbon Savoie La Lechere,"73260 La Léchère, France","(45.526324, 6.4800926, 0.0)",45.526324,6.4800926,0.0
642005177,64200517700281,1986-01-21,32,FERROPEM,NAFRev2,nan,,,USINE DE CHATEAU FEUILLET,73260,LA LECHERE,,24.10Z,"Ferropem,   Usine De Chateau Feuillet, 73260 La Lechere",Ferropem La Lechere,"Lechere FR, Château Feuillet, 73260 Le, France","(45.5215985, 6.4856964, 0.0)",45.5215985,6.4856964,0.0
519029573,51902957300028,2013-12-15,41,TRIMET FRANCE,NAFRev2,nan,,RUE,HENRI SAINTE CLAIRE DEVILLE,73300,SAINT-JEAN-DE-MAURIENNE,,24.42Z,"Trimet France,  Rue Henri Sainte Claire Deville, 73300 Saint-Jean-De-Maurienne",Trimet Saint-Jean-De-Maurienne,"Rue Henri Sainte-Claire Déville, 73300 Saint-Jean-de-Maurienne, France","(45.2733021, 6.3666303, 0.0)",45.2733021,6.3666303,0.0
379041395,37904139500029,2017-10-15,32,FRAMATOME,NAFRev2,nan,,AV,PAUL GIROD,73400,UGINE,,24.45Z,"Framatome,  Av Paul Girod, 73400 Ugine",Framatome Ugine,"60 Avenue Paul Girod, 73400 Ugine, France","(45.7492613, 6.4317059, 0.0)",45.7492613,6.4317059,0.0
410436158,41043615800027,1998-12-29,42,UGITECH,NAFRev2,nan,,AV,PAUL GIROD,73400,UGINE,,24.10Z,"Ugitech,  Av Paul Girod, 73400 Ugine",Ugitech Ugine,"Avenue Paul Girod, 73400 Ugine, France","(45.7460431, 6.425043899999999, 0.0)",45.7460431,6.425043899999999,0.0
747220309,74722030900039,1900-01-01,32,BOLLHOFF OTALU,NAFRev2,nan,,RTE,D APREMONT,73490,LA RAVOIRE,,25.94Z,"Bollhoff Otalu,  Rte D Apremont, 73490 La Ravoire",Bollhoff Otalu La Ravoire,"Z.I de l Albanne, Rue Archimède - BP68, 73493 La Ravoire, France","(45.5415733, 5.9604892, 0.0)",45.5415733,5.9604892,0.0
410219042,41021904200026,1997-06-02,32,MSSA,NAFRev2,nan,,,POMBLIERE,73600,SAINT-MARCEL,,20.13B,"Mssa,   Pombliere, 73600 Saint-Marcel",Mssa Saint-Marcel,"111 rue de la volta, 73600 Saint-Marcel, France","(45.497563, 6.561069, 0.0)",45.497563,6.561069,0.0
301619714,30161971400043,2016-02-01,32,SCHNEIDER ELECTRIC ALPES,NAFRev2,nan,,RUE,ISAAC NEWTON,73800,PORTE-DE-SAVOIE,,27.12Z,"Schneider Electric Alpes,  Rue Isaac Newton, 73800 Porte-De-Savoie",Schneider Electric Alpes Porte-De-Savoie,"Voie Isaac Newton, 73800 Porte-de-Savoie, France","(45.4774497, 6.029481, 0.0)",45.4774497,6.029481,0.0
85980357,8598035700058,1998-05-01,41,PFEIFFER VACUUM,NAFRev2,98,,AV,DE BROGNY,74000,ANNECY,,28.13Z,"Pfeiffer Vacuum, 98  Av De Brogny, 74000 Annecy",Pfeiffer Vacuum Annecy,"98 Avenue de Brogny, 74009 Annecy, France","(45.922009, 6.126674599999999, 0.0)",45.922009,6.126674599999999,0.0
325821072,32582107200015,1900-01-01,42,NTN-SNR ROULEMENTS,NAFRev2,1,,RUE,DES USINES,74000,ANNECY,NTN-SNR,28.15Z,"Ntn-Snr Roulements, 1  Rue Des Usines, 74000 Annecy",Ntn-Snr Roulements Annecy,"1 Rue des Usines, 74010 Annecy, France","(45.9023203, 6.1178513, 0.0)",45.9023203,6.1178513,0.0
652025370,65202537000030,1991-01-01,32,D A V,NAFRev2,nan,,RUE,JULES VERNE,74100,VETRAZ-MONTHOUX,,29.31Z,"D A V,  Rue Jules Verne, 74100 Vetraz-Monthoux",D A V Vetraz-Monthoux,"Rue Jules Verne, 74100 Vétraz-Monthoux, France","(46.1923737, 6.2605923, 0.0)",46.1923737,6.2605923,0.0
796080851,79608085100010,1900-01-01,32,SIEGWERK FRANCE SAS,NAFRev2,13,,RTE,DE TANINGES,74100,VETRAZ-MONTHOUX,,20.30Z,"Siegwerk France Sas, 13  Rte De Taninges, 74100 Vetraz-Monthoux",Siegwerk Sas Vetraz-Monthoux,"13 Route de Taninges, 74100 Vétraz-Monthoux, France","(46.1917979, 6.2583872, 0.0)",46.1917979,6.2583872,0.0
605820455,60582045500026,1999-05-01,32,ALPEN'TECH,NAFRev2,800,,RUE,DE L'AVENIR,74130,VOUGY,,25.62A,"Alpen'Tech, 800  Rue De L'Avenir, 74130 Vougy",Alpen'Tech Vougy,"50 Rue Jacques Balmat, 74130 Vougy, France","(46.0698525, 6.4692653, 0.0)",46.0698525,6.4692653,0.0
